SpeciesAccepted,Kingdom,Lat,Lon
Reynoutria_japonica,Plantae,42.954000000000001,-84.424999999999997
Dracocephalum_austriacum,Plantae,45.2893,7.0433
Dracocephalum_austriacum,Plantae,44.7223,6.5258
Dracocephalum_austriacum,Plantae,44.7628,6.7168
Dracocephalum_austriacum,Plantae,44.7833,6.4718
Dracocephalum_austriacum,Plantae,44.3263,6.1838
Dracocephalum_austriacum,Plantae,44.9318,6.2333
Dracocephalum_austriacum,Plantae,44.8778,6.0958
Protea_repens,Plantae,-34.16667,18.375
Pinus_halapensis,Plantae,40.38333,-3.716667
Fagus_sylvatica,Plantae,40.38333,-3.716667
Juniperus_thurifera,Plantae,40.38333,-3.716667
Pinus_nigra,Plantae,40.38333,-3.716667
Pinus_pinaster,Plantae,40.38333,-3.716667
Pinus_pinea,Plantae,40.38333,-3.716667
Pinus_sylvestris,Plantae,40.38333,-3.716667
Pinus_uncinata,Plantae,40.38333,-3.716667
Quercus_faginea,Plantae,40.38333,-3.716667
Quercus_ilex,Plantae,40.38333,-3.716667
Quercus_pyrenaica,Plantae,40.38333,-3.716667
Quercus_robur,Plantae,40.38333,-3.716667
Quercus_suber,Plantae,40.38333,-3.716667
Veronica_alpina,Plantae,60.83,7.17
Veronica_alpina,Plantae,60.83,7.17
Veronica_alpina,Plantae,60.83,7.27
Veronica_alpina,Plantae,60.83,7.27
Veronica_alpina,Plantae,61.08,6.63
Veronica_alpina,Plantae,61.08,6.63
Veronica_alpina,Plantae,60.93,6.41
Veronica_alpina,Plantae,60.93,6.41
Veronica_alpina,Plantae,61.02,8.12
Veronica_alpina,Plantae,61.02,8.12
Veronica_alpina,Plantae,60.54,6.51
Veronica_alpina,Plantae,60.54,6.51
Veronica_officinalis,Plantae,60.82,8.7
Veronica_officinalis,Plantae,60.82,8.7
Veronica_officinalis,Plantae,60.66,6.33
Veronica_officinalis,Plantae,60.66,6.33
Veronica_officinalis,Plantae,61.03,9.07
Veronica_officinalis,Plantae,61.03,9.07
Veronica_officinalis,Plantae,60.87,7.17
Veronica_officinalis,Plantae,60.87,7.17
Veronica_officinalis,Plantae,60.69,5.96
Veronica_officinalis,Plantae,60.69,5.96
Veronica_officinalis,Plantae,61.08,6.63
Veronica_officinalis,Plantae,61.08,6.63
Veronica_officinalis,Plantae,60.54,6.51
Veronica_officinalis,Plantae,60.54,6.51
Veronica_officinalis,Plantae,60.88,7.16
Veronica_officinalis,Plantae,60.88,7.16
Viola_palustris,Plantae,60.66,6.33
Viola_palustris,Plantae,60.66,6.33
Viola_palustris,Plantae,60.83,7.17
Viola_palustris,Plantae,60.83,7.17
Viola_palustris,Plantae,60.87,7.17
Viola_palustris,Plantae,60.87,7.17
Viola_palustris,Plantae,60.69,5.96
Viola_palustris,Plantae,60.69,5.96
Viola_palustris,Plantae,61.08,6.63
Viola_palustris,Plantae,61.08,6.63
Viola_palustris,Plantae,60.93,6.41
